date,region,bottle_size_ml,plastic_grade,cashback_bdt,market_recycle_price_bdt_per_kg,user_density_per_km2,awareness_index,distance_to_collection_km,rain_mm,campaign,bottles_sold,return_rate_percent,return_count,gross_recycle_value_bdt,cashback_cost_bdt,net_benefit_bdt
2024-12-03,Dhaka,1000,2,2.28,59.15,857,0.512,2.95,35.5,0,3554,46.3,1646,2920.83,3752.88,-832.05
2024-06-21,Sylhet,1000,3,5.42,29.81,43,0.474,1.18,218.5,1,2272,68.06,1546,1382.59,8379.32,-6996.73
2024-11-29,Rajshahi,250,2,1.56,35.34,17,0.078,5.0,0.0,0,1679,13.99,235,62.29,366.6,-304.31
2024-07-22,Dhaka,250,2,4.4,34.84,902,0.777,0.32,219.6,1,1165,69.16,806,210.61,3546.4,-3335.79
2023-01-17,Dhaka,1500,3,2.3,77.6,871,0.291,0.7,0.0,0,1911,50.59,967,3376.76,2224.1,1152.66
2023-02-21,Mymensingh,500,5,3.38,24.05,17,0.486,2.08,4.1,0,1738,49.58,862,310.97,2913.56,-2602.59
2024-05-14,Dhaka,1000,3,2.5,45.73,1010,0.569,0.61,80.1,0,2603,49.54,1290,1769.75,3225.0,-1455.25
2025-05-24,Khulna,1000,5,2.62,72.28,108,0.279,0.84,109.1,0,2170,46.55,1010,2190.08,2646.2,-456.12
2024-05-04,Rajshahi,1500,5,2.3,66.17,20,0.39,4.59,124.4,1,621,42.04,261,777.17,600.3,176.87
2023-01-16,Dhaka,1500,2,4.76,69.35,678,0.495,0.2,3.5,0,1480,66.59,986,3077.06,4693.36,-1616.3
2023-04-19,Dhaka,2000,3,2.83,78.34,923,0.646,1.75,104.4,0,4082,52.51,2143,10072.96,6064.69,4008.27
2025-07-09,Chattogram,500,4,4.63,43.24,288,0.429,0.43,146.2,0,304,52.33,159,103.13,736.17,-633.04
2023-04-26,Barishal,1500,4,3.28,38.58,10,0.687,6.77,34.9,0,637,48.37,308,534.72,1010.24,-475.52
2025-02-16,Rajshahi,500,3,3.74,21.84,19,0.642,2.86,92.8,0,810,46.51,377,123.51,1409.98,-1286.47
2025-05-25,Sylhet,1000,5,3.72,29.0,44,0.717,2.03,141.0,1,2602,59.95,1560,1357.2,5803.2,-4446.0
2023-08-16,Mymensingh,1000,1,5.88,53.72,21,0.411,0.68,167.8,0,1153,64.74,746,1202.25,4386.48,-3184.23
2025-03-23,Barishal,250,2,2.84,29.46,10,0.702,0.72,23.8,0,1775,41.2,731,161.51,2076.04,-1914.53
2023-07-05,Khulna,1500,3,2.04,64.18,40,0.283,1.08,135.4,0,2312,35.84,829,2394.23,1691.16,703.07
2023-08-27,Khulna,250,3,5.56,22.23,46,0.586,2.01,224.5,0,2301,58.11,1337,222.91,7433.72,-7210.81
2023-05-09,Sylhet,1000,2,1.87,35.57,51,0.453,1.57,96.8,0,1029,24.86,256,273.18,478.72,-205.54
2025-01-06,Sylhet,1000,3,5.17,61.73,19,0.899,4.65,0.0,0,1311,70.8,928,1718.56,4797.76,-3079.2
2024-08-27,Rajshahi,1000,1,1.75,35.33,23,0.278,2.79,187.3,0,1423,23.97,341,361.43,596.75,-235.32
2025-07-12,Sylhet,250,3,4.29,63.73,30,0.314,2.13,149.1,0,5212,48.76,2541,1214.53,10900.89,-9686.36
2024-04-17,Dhaka,500,4,1.75,79.75,767,0.207,3.02,18.0,1,1409,50.03,705,843.36,1233.75,-390.39
2024-01-21,Khulna,1500,4,5.62,67.83,73,0.814,1.4,0.0,1,2519,87.06,2193,6693.8,12324.66,-5630.86
2024-09-30,Chattogram,500,3,3.83,40.51,329,0.649,1.85,223.2,0,2700,55.03,1486,902.97,5691.38,-4788.41
2023-02-25,Dhaka,1000,3,2.65,74.04,2034,0.235,0.39,0.0,0,3522,52.93,1864,4140.32,4939.6,-799.28
2023-10-30,Dhaka,500,3,1.7,23.07,1762,0.688,0.7,74.6,1,3033,48.96,1485,513.88,2524.5,-2010.62
2023-06-13,Sylhet,1000,2,2.86,63.5,30,0.39,4.48,136.0,0,1701,25.38,432,822.96,1235.52,-412.56
2024-06-07,Rajshahi,1500,3,4.53,21.4,25,0.418,1.34,227.4,1,2311,52.96,1224,1178.71,5544.72,-4366.01
2023-01-24,Chattogram,1000,2,2.92,30.47,253,0.403,1.0,22.4,0,9355,45.07,4216,3853.85,12310.72,-8456.87
2025-04-01,Khulna,1000,4,2.23,79.26,31,0.776,1.36,121.0,0,975,43.11,420,998.68,936.6,62.08
2023-12-20,Khulna,500,5,3.89,41.65,26,0.544,2.75,1.0,0,1148,52.41,602,376.1,2341.78,-1965.68
2023-03-13,Dhaka,1000,3,3.09,69.23,1274,0.692,0.55,88.5,0,731,63.54,464,963.68,1433.76,-470.08
2024-02-24,Sylhet,250,4,1.83,42.57,31,0.373,1.71,3.5,1,1864,41.06,765,244.25,1399.95,-1155.7
2023-05-03,Barishal,500,2,1.77,70.4,11,0.376,0.56,25.6,0,1182,30.91,365,385.44,646.05,-260.61
2024-09-08,Barishal,500,3,4.54,77.93,13,0.22,3.47,146.1,0,778,51.04,397,464.07,1802.38,-1338.31
2023-09-27,Sylhet,1000,4,5.87,46.13,60,0.931,0.91,162.9,0,1644,67.15,1104,1527.83,6480.48,-4952.65
2023-01-23,Rajshahi,1000,3,2.17,53.56,8,0.386,0.96,0.0,0,628,44.08,277,445.08,601.09,-156.01
2024-04-27,Dhaka,500,2,4.87,57.72,1420,0.385,2.56,111.7,0,3945,56.68,2236,1935.93,10889.32,-8953.39
2024-07-12,Chattogram,500,4,1.44,76.09,310,0.35,4.22,146.0,0,3389,37.75,1279,1459.79,1841.76,-381.97
2023-10-28,Dhaka,500,4,2.91,35.4,1619,0.853,1.76,121.7,0,5630,45.42,2557,1357.77,7440.87,-6083.1
2024-08-21,Mymensingh,1500,4,3.53,56.67,7,0.47,2.33,149.6,0,10493,47.81,5017,12794.1,17710.01,-4915.91
2023-04-01,Dhaka,1000,4,2.34,39.48,977,0.156,1.15,65.6,0,523,34.37,180,213.19,421.2,-208.01
2024-04-27,Dhaka,250,5,3.65,33.02,958,0.112,1.55,47.1,0,1461,46.02,672,166.42,2452.8,-2286.38
2024-08-26,Rangpur,250,2,5.41,25.1,10,0.307,2.87,179.4,0,4042,60.38,2441,459.52,13205.81,-12746.29
2025-03-10,Mymensingh,2000,1,5.72,57.24,8,0.361,1.26,47.8,0,3978,65.36,2600,8929.44,14872.0,-5942.56
2024-01-17,Barishal,500,3,1.5,72.93,15,0.895,1.86,0.0,1,2986,43.29,1293,1414.48,1939.5,-525.02
2025-06-10,Dhaka,1500,2,2.36,41.08,771,0.621,0.9,239.5,0,786,46.27,364,672.89,859.04,-186.15
2024-02-23,Dhaka,250,3,5.9,53.16,976,0.613,0.63,77.4,0,1990,74.87,1490,594.06,8791.0,-8196.94
2024-04-25,Chattogram,1500,3,2.35,58.53,380,0.332,2.93,158.7,0,3434,34.88,1198,3155.35,2815.3,340.05
2023-05-05,Dhaka,1500,3,4.46,44.88,1539,0.555,0.37,75.2,0,1285,64.66,831,1678.29,3706.26,-2027.97
2023-07-07,Dhaka,1000,2,2.27,74.2,1155,0.414,2.47,104.8,0,959,40.64,390,868.14,885.3,-17.16
2023-04-19,Khulna,250,5,2.78,41.77,25,0.331,1.03,77.2,0,1349,47.73,644,201.75,1790.32,-1588.57
2025-04-05,Mymensingh,500,1,1.96,27.5,15,0.56,6.54,49.7,1,1100,20.25,223,91.99,437.08,-345.09
2025-05-31,Chattogram,500,3,5.28,28.64,260,0.451,2.26,61.3,0,1979,61.37,1215,521.96,6415.2,-5893.24
2025-07-28,Sylhet,1000,4,5.41,73.45,12,0.764,0.76,178.3,0,598,74.55,446,982.76,2412.86,-1430.1
2023-08-29,Sylhet,500,4,2.48,79.28,34,0.524,1.14,248.8,0,5162,42.99,2219,2638.83,5503.12,-2864.29
2024-03-16,Chattogram,250,3,5.12,37.34,144,0.234,0.36,84.0,0,1102,54.28,598,167.47,3061.76,-2894.29
2024-08-22,Sylhet,1000,1,2.79,28.62,16,0.869,0.82,262.6,0,804,38.28,308,264.45,859.32,-594.87
2024-11-26,Dhaka,1000,3,1.5,48.93,701,0.749,0.59,3.0,0,1234,45.54,562,824.96,843.0,-18.04
2025-03-15,Dhaka,500,1,4.79,62.57,463,0.701,0.95,139.2,0,1976,61.49,1215,1140.34,5819.85,-4679.51
2023-02-25,Barishal,250,2,3.98,56.74,11,0.348,2.03,36.7,0,550,50.51,278,118.3,1106.44,-988.14
2023-11-20,Dhaka,2000,3,2.37,77.07,735,0.692,0.87,0.0,0,1095,63.83,699,3232.32,1656.63,1575.69
2025-06-09,Mymensingh,1000,3,2.26,69.07,21,0.491,2.53,187.1,0,1565,36.54,572,1185.24,1292.72,-107.48
2024-09-10,Dhaka,1000,3,5.88,72.14,952,0.592,0.8,208.1,0,1020,74.02,755,1633.97,4439.4,-2805.43
2023-07-17,Rajshahi,1000,3,5.31,52.5,15,0.833,2.0,115.3,0,834,57.74,482,759.15,2559.42,-1800.27
2024-08-04,Khulna,250,5,5.05,39.64,23,0.23,1.76,168.9,0,3175,55.14,1751,520.57,8842.55,-8321.98
2025-02-08,Dhaka,500,5,1.64,62.1,926,0.645,1.08,9.4,0,3129,43.59,1364,1270.57,2236.96,-966.39
2023-05-10,Dhaka,500,3,4.78,46.34,1889,0.606,5.18,118.7,0,3095,54.58,1689,1174.02,8073.42,-6899.4
2023-10-31,Sylhet,1500,2,2.07,37.27,55,0.219,4.02,62.5,0,2432,24.19,588,986.16,1217.16,-231.0
2025-02-04,Rangpur,1000,3,5.89,29.14,7,0.437,0.46,14.6,0,711,67.76,482,421.36,2838.98,-2417.62
2024-03-15,Rangpur,500,2,1.26,51.67,8,0.674,1.09,45.1,0,1609,35.62,573,444.1,721.98,-277.88
2023-11-23,Khulna,2000,3,2.76,55.66,59,0.491,7.56,0.0,0,4223,38.0,1605,5360.06,4429.8,930.26
2024-12-14,Barishal,500,3,3.14,54.13,8,0.46,1.5,0.0,0,700,52.84,370,300.42,1161.8,-861.38
2025-04-27,Sylhet,2000,3,5.12,26.99,34,0.21,2.38,32.2,0,820,56.25,461,746.54,2360.32,-1613.78
2023-11-23,Barishal,2000,3,4.83,54.2,34,0.279,2.15,0.0,0,1976,58.33,1153,3749.56,5568.99,-1819.43
2023-05-19,Khulna,500,2,2.87,30.1,60,0.792,1.16,139.7,0,2785,51.38,1431,646.1,4106.97,-3460.87
2024-02-07,Sylhet,500,3,3.83,59.82,40,0.703,1.39,85.7,0,2635,61.75,1627,1459.91,6231.41,-4771.5
2024-01-10,Rangpur,1000,3,5.18,45.76,15,0.631,1.43,75.9,1,2048,76.62,1569,2153.92,8127.42,-5973.5
2025-07-23,Chattogram,1000,3,1.09,70.93,318,0.255,0.46,182.9,0,810,35.09,284,604.32,309.56,294.76
2023-05-12,Rangpur,1000,3,5.01,66.7,8,0.745,0.86,63.0,0,2305,81.7,1883,3767.88,9433.83,-5665.95
2024-09-19,Rajshahi,2000,3,5.73,63.46,12,0.401,2.02,200.8,0,1060,68.44,725,2760.51,4154.25,-1393.74
2023-12-04,Dhaka,1000,3,1.16,62.04,1042,0.646,0.53,88.9,1,2076,41.96,871,1621.11,1010.36,610.75
2024-06-12,Dhaka,500,3,1.23,53.63,745,0.083,0.55,189.1,1,1502,36.29,545,438.43,670.35,-231.92
2023-11-26,Chattogram,250,2,2.72,23.67,198,0.729,0.99,14.3,0,1312,49.63,651,115.57,1770.72,-1655.15
2023-07-01,Rajshahi,1000,1,1.44,59.33,14,0.381,1.72,203.6,0,8360,24.45,2044,3638.12,2943.36,694.76
2024-01-24,Rangpur,500,3,3.4,48.02,7,0.751,1.04,164.1,0,713,47.69,340,244.9,1156.0,-911.1
2025-01-06,Dhaka,1000,2,4.64,48.17,606,0.452,2.58,0.0,0,976,60.74,593,856.94,2751.52,-1894.58
2025-04-20,Rangpur,500,3,3.83,42.74,6,0.679,1.13,38.3,0,3456,44.46,1537,985.37,5886.71,-4901.34
2025-02-08,Rangpur,500,4,1.98,75.74,10,0.164,1.53,79.0,0,5538,21.12,1170,1329.24,2316.6,-987.36
2023-11-13,Dhaka,250,5,4.27,34.97,1430,0.598,2.41,71.5,0,2613,59.73,1561,409.41,6665.47,-6256.06
2023-03-17,Rangpur,1000,5,4.42,39.0,10,0.428,0.9,38.3,0,1395,55.74,778,910.26,3438.76,-2528.5
2023-12-28,Mymensingh,250,1,5.66,77.78,11,0.569,0.82,42.4,0,940,67.92,638,372.18,3611.08,-3238.9
2025-03-10,Barishal,1000,5,1.73,68.61,14,0.484,2.42,66.3,0,2992,35.54,1063,2187.97,1838.99,348.98
2023-02-02,Barishal,1000,3,4.46,20.85,29,0.405,4.2,0.0,1,1626,46.06,749,468.5,3340.54,-2872.04
2024-02-09,Mymensingh,1000,3,5.56,74.37,10,0.674,1.0,0.0,0,1135,79.24,899,2005.76,4998.44,-2992.68
2024-12-08,Sylhet,1000,1,3.51,33.6,57,0.392,0.84,7.1,0,3460,47.32,1637,1650.1,5745.87,-4095.77
2023-01-25,Chattogram,250,4,2.81,62.36,124,0.35,0.92,36.4,0,1472,47.77,703,328.79,1975.43,-1646.64
2024-03-24,Rangpur,1000,2,1.85,53.18,4,0.45,2.77,108.2,0,652,35.55,232,370.13,429.2,-59.07
2024-09-22,Sylhet,250,4,5.33,52.21,28,0.801,0.93,164.1,0,1778,67.54,1201,470.28,6401.33,-5931.05
2023-09-04,Rajshahi,1000,1,2.97,63.08,19,0.598,1.74,169.2,0,1283,48.34,620,1173.29,1841.4,-668.11
2023-10-19,Chattogram,500,3,5.62,32.43,141,0.565,2.47,103.2,0,814,66.33,540,262.68,3034.8,-2772.12
2023-02-23,Barishal,1000,3,5.24,29.54,11,0.783,0.82,17.8,0,2027,73.65,1493,1323.1,7823.32,-6500.22
2025-06-27,Dhaka,1500,2,2.88,59.11,1291,0.441,0.65,169.5,0,2245,53.8,1208,3213.22,3479.04,-265.82
2025-03-20,Mymensingh,1000,2,3.87,37.43,9,0.437,4.13,126.7,1,280,49.8,139,156.08,537.93,-381.85
2025-03-02,Chattogram,1000,3,1.14,78.44,333,0.367,0.66,64.9,0,3511,36.37,1277,3005.04,1455.78,1549.26
2025-05-10,Dhaka,1000,2,2.32,47.09,1724,0.794,0.9,55.4,0,3305,53.89,1781,2516.02,4131.92,-1615.9
2024-03-08,Khulna,250,3,4.55,26.7,73,0.083,2.8,55.9,0,1508,39.55,596,119.35,2711.8,-2592.45
2024-06-30,Dhaka,1500,3,4.39,61.15,764,0.754,1.91,173.2,1,940,72.21,679,1868.44,2980.81,-1112.37
2023-08-13,Sylhet,500,4,2.77,38.37,22,0.328,1.85,230.9,0,2389,39.07,933,536.99,2584.41,-2047.42
2024-11-02,Mymensingh,2000,3,5.04,28.92,12,0.691,2.46,47.3,0,1638,58.81,963,1671.0,4853.52,-3182.52
2025-07-03,Rangpur,1000,1,2.18,45.37,8,0.569,1.82,175.0,0,1127,40.3,454,617.94,989.72,-371.78
2024-07-14,Dhaka,1000,3,3.31,77.85,965,0.421,1.19,175.7,0,1144,52.46,600,1401.3,1986.0,-584.7
2024-10-15,Dhaka,1000,2,3.36,44.69,1487,0.588,2.34,110.9,1,1852,58.25,1079,1446.62,3625.44,-2178.82
2025-03-25,Rangpur,1000,5,2.7,40.84,11,0.673,2.31,75.5,0,4143,38.86,1610,1972.57,4347.0,-2374.43
2024-08-16,Mymensingh,1000,4,5.77,46.67,9,0.757,1.61,174.9,0,651,58.59,381,533.44,2198.37,-1664.93
2024-07-04,Khulna,250,3,4.48,20.73,28,0.633,0.56,193.3,0,2033,60.27,1225,190.46,5488.0,-5297.54
2023-05-06,Khulna,1000,1,3.7,27.99,27,0.639,3.68,51.4,0,879,45.34,399,335.04,1476.3,-1141.26
2024-06-20,Chattogram,1000,4,3.55,70.98,156,0.842,1.81,258.3,0,2044,61.23,1252,2666.01,4444.6,-1778.59
2025-02-09,Rangpur,1500,4,1.8,78.68,12,0.927,1.16,105.5,0,2448,47.63,1166,4128.34,2098.8,2029.54
2024-07-19,Sylhet,1000,4,2.86,29.48,31,0.82,2.26,183.5,0,689,40.75,281,248.52,803.66,-555.14
2023-08-05,Chattogram,250,4,4.36,52.13,321,0.625,2.85,175.2,0,2442,63.99,1563,611.09,6814.68,-6203.59
2023-09-27,Chattogram,500,3,5.62,77.98,112,0.402,1.2,144.6,0,1960,68.23,1337,1563.89,7513.94,-5950.05
2024-08-08,Rangpur,1000,2,5.08,29.39,10,0.187,2.51,183.1,0,4075,47.98,1955,1723.72,9931.4,-8207.68
2025-05-27,Dhaka,500,3,2.5,31.18,1220,0.627,2.5,40.3,1,1661,49.25,818,382.58,2045.0,-1662.42
2024-10-07,Chattogram,500,3,3.17,75.61,358,0.364,0.78,73.9,0,1998,44.0,879,996.92,2786.43,-1789.51
2024-01-11,Rajshahi,1500,3,1.41,62.34,17,0.4,0.8,59.8,0,2206,38.61,852,2390.12,1201.32,1188.8
2023-04-23,Dhaka,1000,3,1.51,29.12,907,0.267,2.66,121.5,0,4417,30.22,1335,1166.26,2015.85,-849.59
2023-10-20,Dhaka,1000,2,3.35,43.61,2008,0.969,2.79,138.3,0,458,60.26,276,361.09,924.6,-563.51
2023-01-27,Rangpur,500,3,3.65,23.38,8,0.471,0.99,48.5,1,550,49.1,270,94.69,985.5,-890.81
2023-01-21,Rangpur,1000,3,2.32,45.96,9,0.428,0.75,0.0,1,1522,39.54,602,830.04,1396.64,-566.6
2025-06-08,Rangpur,500,2,4.21,66.67,10,0.495,2.5,238.9,0,2109,50.68,1069,1069.05,4500.49,-3431.44
2024-03-16,Rangpur,1000,3,4.52,53.24,4,0.564,1.64,118.5,0,513,63.87,328,523.88,1482.56,-958.68
2025-06-30,Rajshahi,250,4,2.5,58.85,20,0.211,1.29,163.8,1,1565,32.47,508,224.22,1270.0,-1045.78
2024-03-06,Rangpur,1500,4,4.79,39.61,5,0.928,2.99,40.2,0,965,58.72,567,1010.65,2715.93,-1705.28
2025-06-22,Chattogram,1000,3,2.03,29.68,214,0.684,0.58,187.8,0,661,37.51,248,220.82,503.44,-282.62
2023-05-27,Sylhet,500,3,3.72,20.79,26,0.301,1.24,132.3,1,1448,41.51,601,187.42,2235.72,-2048.3
2025-06-10,Mymensingh,1000,1,5.02,69.28,11,0.798,0.74,163.0,0,2692,64.75,1743,3622.65,8749.86,-5127.21
2024-09-07,Dhaka,1000,3,3.69,58.2,1412,0.451,0.66,186.2,0,5973,56.82,3394,5925.92,12523.86,-6597.94
2024-02-07,Chattogram,250,3,5.54,33.76,230,0.615,0.6,53.9,0,7187,73.72,5298,1341.45,29350.92,-28009.47
2025-01-15,Khulna,1000,3,1.29,45.11,29,0.771,0.59,0.0,0,3910,44.03,1722,2330.38,2221.38,109.0
2023-10-23,Dhaka,500,4,3.94,68.09,709,1.0,2.34,55.3,0,2051,67.21,1378,1407.42,5429.32,-4021.9
2024-12-31,Dhaka,1500,3,3.81,52.32,1538,0.29,2.72,95.0,1,1516,63.42,961,2262.58,3661.41,-1398.83
2023-07-01,Rangpur,1500,1,4.3,38.01,8,0.522,0.79,102.8,0,1815,45.0,817,1397.44,3513.1,-2115.66
2024-04-20,Mymensingh,500,2,5.17,36.03,7,0.092,2.04,128.2,0,1814,44.03,799,431.82,4130.83,-3699.01
2023-12-26,Khulna,1500,3,4.63,33.06,37,0.878,1.12,77.7,0,3580,66.18,2369,3524.36,10968.47,-7444.11
2024-05-28,Dhaka,500,3,4.95,69.42,1032,0.237,1.77,97.1,1,5013,63.31,3174,3305.09,15711.3,-12406.21
2023-02-05,Dhaka,250,4,2.44,54.91,671,0.437,0.58,35.8,0,723,47.51,343,141.26,836.92,-695.66
2025-06-07,Rangpur,2000,3,2.94,62.55,7,0.4,3.11,114.4,0,1328,44.17,587,2203.01,1725.78,477.23
2024-07-08,Khulna,1000,3,4.13,71.61,64,0.936,0.6,199.5,0,3197,61.43,1964,4219.26,8111.32,-3892.06
2023-09-03,Chattogram,1000,3,3.77,79.21,600,0.582,1.65,162.8,0,1496,54.04,808,1920.05,3046.16,-1126.11
2025-05-13,Khulna,500,3,5.81,34.97,50,0.643,0.75,128.5,1,1225,72.94,894,468.95,5194.14,-4725.19
2024-12-12,Chattogram,500,3,1.93,30.85,129,0.329,0.27,43.5,0,3682,41.58,1531,708.47,2954.83,-2246.36
2024-06-12,Khulna,2000,3,2.76,47.72,41,0.199,1.53,118.1,0,1145,42.65,488,1397.24,1346.88,50.36
2024-12-02,Rangpur,250,3,3.86,22.1,9,0.682,2.46,0.0,0,2592,54.72,1418,235.03,5473.48,-5238.45
2023-08-05,Rajshahi,500,2,5.34,67.5,27,0.172,1.44,117.7,0,1309,58.58,767,776.59,4095.78,-3319.19
2025-05-25,Sylhet,1000,4,5.65,73.03,41,0.328,2.38,26.7,0,7721,69.12,5337,11692.83,30154.05,-18461.22
2025-05-06,Chattogram,1000,3,2.68,61.16,383,0.198,3.86,114.5,0,3928,41.34,1624,2979.72,4352.32,-1372.6
2023-07-30,Barishal,1000,2,1.34,36.08,13,0.274,1.12,170.2,0,1298,19.24,250,270.6,335.0,-64.4
2025-02-14,Sylhet,500,1,3.11,27.39,30,0.243,1.46,1.1,0,1986,45.96,913,375.11,2839.43,-2464.32
2024-06-11,Dhaka,250,1,2.97,42.93,516,0.504,0.7,178.9,0,2467,45.76,1129,363.51,3353.13,-2989.62
2023-02-19,Rajshahi,500,3,5.93,70.0,13,0.226,1.74,14.7,0,1220,67.39,822,863.1,4874.46,-4011.36
2024-12-29,Chattogram,1500,2,3.16,40.87,128,0.698,1.73,36.3,0,1311,50.46,662,1217.52,2091.92,-874.4
2023-02-06,Rangpur,250,1,2.53,22.06,6,0.611,2.4,115.1,0,2943,39.71,1169,193.41,2957.57,-2764.16
2024-01-19,Khulna,1000,3,2.83,36.46,28,0.505,1.64,29.3,0,1629,48.84,796,870.66,2252.68,-1382.02
2025-07-10,Mymensingh,1000,3,2.98,79.4,8,0.735,0.79,224.8,1,611,49.05,300,714.6,894.0,-179.4
2025-05-04,Dhaka,1500,1,5.11,60.6,1699,0.341,0.84,3.6,0,2428,70.58,1714,4674.08,8758.54,-4084.46
2023-04-26,Barishal,1500,3,1.41,74.05,6,0.148,2.93,64.9,0,3213,23.83,766,2552.5,1080.06,1472.44
2024-12-14,Sylhet,500,4,2.58,66.49,27,0.599,1.99,0.0,0,1301,47.08,613,611.38,1581.54,-970.16
2024-12-04,Barishal,500,5,5.83,52.38,19,0.182,1.9,39.6,0,952,56.08,534,419.56,3113.22,-2693.66
2025-05-04,Chattogram,1000,3,1.77,28.92,196,0.49,0.67,110.8,0,4146,37.48,1554,1348.25,2750.58,-1402.33
2023-11-01,Khulna,500,2,4.71,40.92,76,0.643,1.27,65.1,1,1822,67.06,1222,750.06,5755.62,-5005.56
2023-02-27,Barishal,1000,4,2.78,55.02,10,0.931,1.28,24.7,1,1547,61.79,956,1577.97,2657.68,-1079.71
2023-02-12,Dhaka,1000,3,3.91,72.24,2214,0.674,1.43,78.5,0,1544,62.1,959,2078.34,3749.69,-1671.35
2023-01-08,Dhaka,1500,2,1.5,36.12,587,0.675,1.24,42.7,0,4530,40.34,1827,2969.61,2740.5,229.11
2024-08-23,Rajshahi,250,4,2.53,27.27,34,0.656,2.43,202.9,0,1965,26.4,519,106.15,1313.07,-1206.92
2025-03-23,Rajshahi,1500,3,3.5,53.53,14,0.514,4.12,61.1,0,2230,51.09,1139,2743.68,3986.5,-1242.82
2023-11-07,Chattogram,500,5,2.16,30.59,395,0.557,1.18,8.7,0,1466,35.15,515,236.31,1112.4,-876.09
2025-02-24,Chattogram,1000,4,3.71,56.62,184,0.494,0.95,17.8,0,1653,60.69,1003,1703.7,3721.13,-2017.43
2023-09-21,Chattogram,500,3,2.1,35.81,345,0.38,1.56,231.5,0,1310,30.51,400,214.86,840.0,-625.14
2023-09-12,Barishal,1000,4,4.25,33.86,22,0.077,0.59,161.1,1,2304,54.58,1258,1277.88,5346.5,-4068.62
2023-09-25,Sylhet,500,3,5.52,43.95,23,0.424,0.83,118.7,0,751,64.95,488,321.71,2693.76,-2372.05
2024-05-06,Rangpur,1500,3,1.43,55.59,13,0.647,2.07,71.8,0,1926,30.94,596,1490.92,852.28,638.64
2023-12-20,Mymensingh,1500,4,2.08,52.72,13,0.413,1.5,6.2,0,1266,43.84,555,1316.68,1154.4,162.28
2025-05-20,Khulna,1500,3,5.22,34.68,24,0.131,2.62,121.8,0,1141,52.64,601,937.92,3137.22,-2199.3
2025-07-02,Dhaka,250,4,4.16,73.47,1347,0.499,2.22,186.4,0,2235,56.2,1256,692.09,5224.96,-4532.87
2024-02-08,Dhaka,1500,4,1.39,26.59,732,0.253,1.2,48.4,0,1636,35.01,573,685.62,796.47,-110.85
2025-07-09,Chattogram,1000,5,3.43,22.37,170,0.507,1.43,223.4,0,816,52.02,424,284.55,1454.32,-1169.77
2024-12-09,Mymensingh,250,4,2.05,56.16,9,0.531,3.53,42.5,0,880,33.47,295,124.25,604.75,-480.5
2023-04-11,Rajshahi,250,3,2.0,27.4,23,0.552,2.59,41.1,0,1882,35.18,662,136.04,1324.0,-1187.96
2024-09-09,Chattogram,250,2,5.7,50.29,149,0.657,2.79,195.5,0,945,65.16,616,232.34,3511.2,-3278.86
2023-12-07,Chattogram,250,4,4.81,77.11,135,0.638,1.7,78.4,0,512,65.42,335,193.74,1611.35,-1417.61
2023-06-17,Rajshahi,1000,2,4.48,61.91,13,0.921,1.0,180.0,0,2912,60.91,1774,3294.85,7947.52,-4652.67
2023-05-12,Sylhet,2000,2,2.19,57.05,22,0.106,3.99,83.2,0,687,24.56,169,578.49,370.11,208.38
2024-12-13,Dhaka,500,2,1.59,54.49,1341,0.705,1.29,9.5,0,1274,46.77,596,487.14,947.64,-460.5
2025-07-26,Mymensingh,1000,4,5.35,30.77,19,0.319,1.28,188.3,0,861,53.9,464,428.32,2482.4,-2054.08
2024-06-16,Rajshahi,2000,4,1.03,45.96,28,0.545,1.12,198.5,0,845,24.22,205,565.31,211.15,354.16
2024-12-31,Dhaka,500,3,2.94,40.55,1084,0.643,0.57,76.7,0,2075,52.39,1087,661.17,3195.78,-2534.61
2024-09-30,Rangpur,1500,3,2.39,77.18,8,0.882,1.09,250.0,0,1033,52.06,538,1868.53,1285.82,582.71
2023-08-28,Dhaka,1000,3,3.85,34.54,1021,0.227,0.75,200.5,0,1399,54.46,762,789.58,2933.7,-2144.12
2023-03-21,Mymensingh,1000,3,2.25,48.29,16,0.841,0.48,140.6,0,460,31.59,145,210.06,326.25,-116.19
2023-05-31,Mymensingh,500,3,2.56,76.28,21,0.479,1.95,93.8,1,5568,48.48,2699,3088.2,6909.44,-3821.24
2024-07-10,Barishal,1000,3,5.25,67.35,12,0.217,0.43,204.8,0,2102,61.54,1294,2614.53,6793.5,-4178.97
2025-04-23,Barishal,250,3,4.02,77.87,16,0.872,2.06,183.2,1,4347,65.55,2849,1663.89,11452.98,-9789.09
2023-10-06,Chattogram,1000,3,1.73,56.5,135,0.88,1.07,76.6,1,4000,51.92,2077,3520.52,3593.21,-72.69
2024-02-23,Mymensingh,500,3,4.63,40.03,18,0.482,1.73,0.0,1,3756,71.46,2684,1611.61,12426.92,-10815.31
2023-02-02,Rajshahi,1500,3,2.04,69.6,21,0.477,1.8,118.7,0,1375,45.54,626,1960.63,1277.04,683.59
2023-05-01,Barishal,500,5,3.17,37.49,8,0.403,2.62,107.2,1,1689,46.0,777,436.95,2463.09,-2026.14
2023-02-26,Mymensingh,250,1,4.23,29.89,20,0.618,1.37,0.0,0,814,52.37,426,95.5,1801.98,-1706.48
2023-08-13,Mymensingh,1000,3,2.36,62.38,8,0.618,1.91,174.2,0,1739,41.96,730,1366.12,1722.8,-356.68
